Product Name, Year Month , Warehouse Inventory ,Inventory Cost Per Unit
Titleist Club Glove Travel Cover,202110,0,2.26671
GoPro HERO3+ Black Edition Camera,202110,0,0.91387
Diamondback Boys' Insight 24 Performance Hybr,202110,0,1.88588
Diamondback Girls' Clarity 24 Hybrid Bike 201,202110,0,2.13299
Stiga Master Series ST3100 Competition Indoor,202110,0,2.34183
SOLE E35 Elliptical,202110,21,1.95482
Bushnell Pro X7 Jolt Slope Rangefinder,202110,34,1.72826
SOLE E25 Elliptical,202110,40,0.76228
Bowflex SelectTech 1090 Dumbbells,202110,21,2.10639
Perfect Fitness Perfect Rip Deck,202109,550,0.74463
Nike Men's Dri-FIT Victory Golf Polo,202109,139,0.89827
O'Brien Men's Neoprene Life Vest,202109,414,1.38343
Nike Men's Free 5.0+ Running Shoe,202109,28,1.57992
Under Armour Girls' Toddler Spine Surge Runni,202109,290,0.46082
Nike Men's CJ Elite 2 TD Football Cleat,202109,36,0.45034
Field & Stream Sportsman 16 Gun Fire Safe,202109,130,1.16715
Pelican Sunstream 100 Kayak,202109,22,1.27204
Diamondback Women's Serene Classic Comfort Bi,202109,39,2.08176
ENO Atlas Hammock Straps,202109,17,0.57382
Nike Men's Comfort 2 Slide,202109,1,0.69158
adidas Youth Germany Black/Red Away Match Soc,202109,3,1.26803
Team Golf St. Louis Cardinals Putter Grip,202109,0,1.56864
LIJA Women's Eyelet Sleeveless Golf Polo,202109,2,0.43799
adidas Men's F10 Messi TRX FG Soccer Cleat,202109,3,2.07951
Glove It Women's Imperial Golf Glove,202109,1,2.28412
Glove It Imperial Golf Towel,202109,16,0.11884
Bridgestone e6 Straight Distance NFL Carolina,202109,0,0.16575
Glove It Women's Mod Oval 3-Zip Carry All Gol,202109,0,2.01142
Columbia Men's PFG Anchor Tough T-Shirt,202109,4,1.21625
Under Armour Women's Ignite Slide,202109,9,0.81117
Team Golf Tennessee Volunteers Putter Grip,202109,10,2.16087
Titleist Pro V1x High Numbers Personalized Go,202109,4,0.24411
Nike Men's Deutschland Weltmeister Winners Bl,202109,0,1.70877
Bridgestone e6 Straight Distance NFL San Dieg,202109,5,1.22189
Nike Women's Tempo Shorts,202109,5,0.45997
Team Golf Texas Longhorns Putter Grip,202109,9,1.6137
Hirzl Women's Soffft Flex Golf Glove,202109,0,0.38234
Clicgear 8.0 Shoe Brush,202109,3,1.77073
Hirzl Women's Hybrid Golf Glove,202109,4,2.32884
Team Golf Pittsburgh Steelers Putter Grip,202109,10,0.20774
Top Flite Women's 2023 XL Hybrid,202109,0,2.19216
Glove It Urban Brick Golf Towel,202109,1,0.25729
Nike Dri-FIT Crew Sock 6 Pack,202109,11,0.76747
TYR Boys' Team Digi Jammer,202109,10,2.16311
Team Golf San Francisco Giants Putter Grip,202109,3,0.92389
Clicgear Rovic Cooler Bag,202109,0,1.40944
Hirzl Men's Hybrid Golf Glove,202109,0,2.02865
Titleist Pro V1x Golf Balls,202109,0,1.01811
adidas Men's Germany Black Crest Away Tee,202109,2,0.61401
Titleist Pro V1 High Numbers Personalized Gol,202109,21,0.50391
Under Armour Women's Micro G Skulpt Running S,202109,1,1.08941
Under Armour Hustle Storm Medium Duffle Bag,202109,0,0.12859
Under Armour Women's Ignite PIP VI Slide,202109,1,1.82757
Bag Boy Beverage Holder,202109,6,1.25379
Under Armour Men's Tech II T-Shirt,202109,0,1.70833
Team Golf New England Patriots Putter Grip,202109,5,1.78917
Under Armour Men's Compression EV SL Slide,202109,1,1.33466
Bridgestone e6 Straight Distance NFL Tennesse,202109,13,1.13515
Glove It Women's Mod Oval Golf Glove,202109,0,1.36188
Titleist Pro V1x High Numbers Golf Balls,202109,4,0.43785
Nike Women's Legend V-Neck T-Shirt,202109,0,2.09386
Under Armour Kids' Mercenary Slide,202109,0,1.06013
adidas Kids' F5 Messi FG Soccer Cleat,202109,6,0.87473
Children's heaters,202109,0,0.89995
Web Camera,202109,5,1.28401
Dell Laptop,202109,6,2.23399
Porcelain crafts,202109,0,0.54904
Sports Books,202109,2,1.13312
DVDs,202109,0,2.23474
Industrial consumer electronics,202109,0,1.86802
Fighting video games,202109,0,0.3502
Summer dresses,202109,0,0.23012
Lawn mower,202109,0,0.1794
Adult dog supplies,202109,0,1.44546
Rock music,202109,0,0.35219
Elevation Training Mask 2.0,202109,0,0.21624
LIJA Women's Mid-Length Panel Golf Shorts,202109,0,1.79323
Toys,202109,0,1.8551
Brooks Women's Ghost 6 Running Shoe,202109,0,2.22179
Bag Boy M330 Push Cart,202109,0,0.53561
Merrell Women's Grassbow Sport Hiking Shoe,202109,0,1.75876
Nike Men's Free TR 5.0 TB Training Shoe,202109,0,1.71053
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202109,0,1.60439
First aid kit,202109,0,1.61078
CDs of rock,202109,8,1.44372
Polar FT4 Heart Rate Monitor,202109,0,0.15832
LIJA Women's Argyle Golf Polo,202109,0,1.08106
TaylorMade White Smoke IN-12 Putter,202109,0,1.95698
Fitbit The One Wireless Activity & Sleep Trac,202109,0,1.7858
Nike Kids' Grade School KD VI Basketball Shoe,202109,0,1.0589
The North Face Women's Recon Backpack,202109,0,2.06319
Smart watch,202109,0,0.92385
Baby sweater,202109,1,0.28342
MDGolf Pittsburgh Penguins Putter,202109,0,1.83326
Men's gala suit,202109,0,1.47773
Merrell Men's All Out Flash Trail Running Sho,202109,0,1.56204
Garmin Approach S3 Golf GPS Watch,202109,0,0.15292
LIJA Women's Button Golf Dress,202109,0,0.86482
Cleveland Golf Women's 588 RTX CB Satin Chrom,202109,0,1.74701
Merrell Women's Siren Mid Waterproof Hiking B,202109,0,0.25803
TaylorMade Women's RBZ SL Rescue,202109,0,2.07611
Mio ALPHA Heart Rate Monitor/Sport Watch,202109,0,1.91258
TaylorMade 2023 Purelite Stand Bag,202109,0,0.41542
Cleveland Golf Collegiate My Custom Wedge 588,202109,2,1.842
adidas Brazuca 2023 Official Match Ball,202109,0,1.53757
Nike Men's Fingertrap Max Training Shoe,202109,0,2.32228
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202109,0,1.80091
Nike Men's Kobe IX Elite Low Basketball Shoe,202109,0,0.14709
Ogio Race Golf Shoes,202109,0,2.30423
insta-bed Neverflat Air Mattress,202109,0,0.48712
GolfBuddy VT3 GPS Watch,202109,0,1.10195
Merrell Women's Grassbow Sport Waterproof Hik,202109,0,2.05637
Titleist Small Wheeled Travel Cover,202109,0,0.15064
Polar Loop Activity Tracker,202109,0,1.78416
Pelican Maverick 100X Kayak,202109,0,1.6214
Garmin Approach S4 Golf GPS Watch,202109,0,1.26058
Total Gym 1400,202109,0,0.90498
Garmin Forerunner 910XT GPS Watch,202109,0,1.42562
Titleist Club Glove Travel Cover,202109,0,0.13422
GoPro HERO3+ Black Edition Camera,202109,0,2.33477
Diamondback Boys' Insight 24 Performance Hybr,202109,0,0.65336
Diamondback Girls' Clarity 24 Hybrid Bike 201,202109,0,0.5305
Stiga Master Series ST3100 Competition Indoor,202109,0,1.65339
SOLE E35 Elliptical,202109,24,1.87787
Bushnell Pro X7 Jolt Slope Rangefinder,202109,14,1.46737
SOLE E25 Elliptical,202109,15,0.52812
Bowflex SelectTech 1090 Dumbbells,202109,27,1.53799
Perfect Fitness Perfect Rip Deck,202108,508,1.13131
Nike Men's Dri-FIT Victory Golf Polo,202108,111,0.65586
O'Brien Men's Neoprene Life Vest,202108,58,1.14754
Nike Men's Free 5.0+ Running Shoe,202108,363,2.24611
Under Armour Girls' Toddler Spine Surge Runni,202108,289,0.29254
Nike Men's CJ Elite 2 TD Football Cleat,202108,170,0.68106
Field & Stream Sportsman 16 Gun Fire Safe,202108,146,2.29671
Pelican Sunstream 100 Kayak,202108,105,1.92446
Diamondback Women's Serene Classic Comfort Bi,202108,132,0.55328
ENO Atlas Hammock Straps,202108,20,1.31973
Nike Men's Comfort 2 Slide,202108,10,1.70332
adidas Youth Germany Black/Red Away Match Soc,202108,15,1.9896
Team Golf St. Louis Cardinals Putter Grip,202108,0,0.97317
LIJA Women's Eyelet Sleeveless Golf Polo,202108,0,1.88904
adidas Men's F10 Messi TRX FG Soccer Cleat,202108,13,1.61695
Glove It Women's Imperial Golf Glove,202108,2,0.44798
Glove It Imperial Golf Towel,202108,0,0.10236
Bridgestone e6 Straight Distance NFL Carolina,202108,0,0.5453
Glove It Women's Mod Oval 3-Zip Carry All Gol,202108,2,0.13464
Columbia Men's PFG Anchor Tough T-Shirt,202108,2,0.35627
Under Armour Women's Ignite Slide,202108,10,0.79132
Team Golf Tennessee Volunteers Putter Grip,202108,0,0.90145
Titleist Pro V1x High Numbers Personalized Go,202108,4,1.09652
Nike Men's Deutschland Weltmeister Winners Bl,202108,4,0.41226
Bridgestone e6 Straight Distance NFL San Dieg,202108,0,1.92218
Nike Women's Tempo Shorts,202108,2,2.28426
Team Golf Texas Longhorns Putter Grip,202108,4,1.35769
Hirzl Women's Soffft Flex Golf Glove,202108,0,2.30301
Clicgear 8.0 Shoe Brush,202108,5,0.39383
Hirzl Women's Hybrid Golf Glove,202108,31,0.93931
Team Golf Pittsburgh Steelers Putter Grip,202108,13,0.88744
Top Flite Women's 2023 XL Hybrid,202108,22,0.18474
Glove It Urban Brick Golf Towel,202108,2,0.81487
Nike Dri-FIT Crew Sock 6 Pack,202108,4,2.10978
TYR Boys' Team Digi Jammer,202108,5,1.88657
Team Golf San Francisco Giants Putter Grip,202108,9,2.11637
Clicgear Rovic Cooler Bag,202108,7,1.85596
Hirzl Men's Hybrid Golf Glove,202108,0,1.74682
Titleist Pro V1x Golf Balls,202108,4,1.74702
adidas Men's Germany Black Crest Away Tee,202108,0,1.06493
Titleist Pro V1 High Numbers Personalized Gol,202108,8,2.2531
Under Armour Women's Micro G Skulpt Running S,202108,6,1.41537
Under Armour Hustle Storm Medium Duffle Bag,202108,0,1.18525
Under Armour Women's Ignite PIP VI Slide,202108,0,1.06608
Bag Boy Beverage Holder,202108,2,1.20987
Under Armour Men's Tech II T-Shirt,202108,1,0.14097
Team Golf New England Patriots Putter Grip,202108,0,0.73284
Under Armour Men's Compression EV SL Slide,202108,13,0.19515
Bridgestone e6 Straight Distance NFL Tennesse,202108,5,0.99447
Glove It Women's Mod Oval Golf Glove,202108,6,2.07204
Titleist Pro V1x High Numbers Golf Balls,202108,0,0.89764
Nike Women's Legend V-Neck T-Shirt,202108,0,0.2329
Under Armour Kids' Mercenary Slide,202108,8,0.24805
adidas Kids' F5 Messi FG Soccer Cleat,202108,0,1.0425
Children's heaters,202108,0,2.31398
Web Camera,202108,6,0.27103
Dell Laptop,202108,16,2.11437
Porcelain crafts,202108,1,1.64915
Sports Books,202108,0,1.99719
DVDs,202108,0,1.34317
Industrial consumer electronics,202108,0,0.24921
Fighting video games,202108,0,1.69252
Summer dresses,202108,0,1.69081
Lawn mower,202108,0,1.70951
Adult dog supplies,202108,0,1.08067
Rock music,202108,0,1.92975
Elevation Training Mask 2.0,202108,0,1.98746
LIJA Women's Mid-Length Panel Golf Shorts,202108,0,2.19445
Toys,202108,0,1.85022
Brooks Women's Ghost 6 Running Shoe,202108,0,1.99562
Bag Boy M330 Push Cart,202108,0,1.897
Merrell Women's Grassbow Sport Hiking Shoe,202108,0,0.41119
Nike Men's Free TR 5.0 TB Training Shoe,202108,0,0.25624
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202108,0,1.12384
First aid kit,202108,0,0.20343
CDs of rock,202108,2,1.32179
Polar FT4 Heart Rate Monitor,202108,0,0.24656
LIJA Women's Argyle Golf Polo,202108,2,1.00387
TaylorMade White Smoke IN-12 Putter,202108,0,1.02048
Fitbit The One Wireless Activity & Sleep Trac,202108,0,0.69959
Nike Kids' Grade School KD VI Basketball Shoe,202108,0,0.53751
The North Face Women's Recon Backpack,202108,0,0.64986
Smart watch,202108,0,0.1184
Baby sweater,202108,4,1.27268
MDGolf Pittsburgh Penguins Putter,202108,0,1.17774
Men's gala suit,202108,0,0.12958
Merrell Men's All Out Flash Trail Running Sho,202108,0,0.27045
Garmin Approach S3 Golf GPS Watch,202108,0,0.3214
LIJA Women's Button Golf Dress,202108,0,1.39116
Cleveland Golf Women's 588 RTX CB Satin Chrom,202108,0,2.29413
Merrell Women's Siren Mid Waterproof Hiking B,202108,0,2.19343
TaylorMade Women's RBZ SL Rescue,202108,0,1.59338
Mio ALPHA Heart Rate Monitor/Sport Watch,202108,2,1.38296
TaylorMade 2023 Purelite Stand Bag,202108,0,1.44344
Cleveland Golf Collegiate My Custom Wedge 588,202108,4,1.48925
adidas Brazuca 2023 Official Match Ball,202108,0,1.53183
Nike Men's Fingertrap Max Training Shoe,202108,0,0.21387
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202108,0,2.19075
Nike Men's Kobe IX Elite Low Basketball Shoe,202108,0,0.86438
Ogio Race Golf Shoes,202108,0,2.2791
insta-bed Neverflat Air Mattress,202108,0,0.72431
GolfBuddy VT3 GPS Watch,202108,0,2.25045
Merrell Women's Grassbow Sport Waterproof Hik,202108,0,1.89226
Titleist Small Wheeled Travel Cover,202108,0,0.18191
Polar Loop Activity Tracker,202108,0,1.93732
Pelican Maverick 100X Kayak,202108,0,1.80049
Garmin Approach S4 Golf GPS Watch,202108,0,0.17395
Total Gym 1400,202108,0,1.19533
Garmin Forerunner 910XT GPS Watch,202108,0,0.42839
Titleist Club Glove Travel Cover,202108,0,0.71883
GoPro HERO3+ Black Edition Camera,202108,0,1.79288
Diamondback Boys' Insight 24 Performance Hybr,202108,0,1.38319
Diamondback Girls' Clarity 24 Hybrid Bike 201,202108,0,1.50852
Stiga Master Series ST3100 Competition Indoor,202108,0,1.03259
SOLE E35 Elliptical,202108,6,1.18099
Bushnell Pro X7 Jolt Slope Rangefinder,202108,30,1.28514
SOLE E25 Elliptical,202108,2,0.71268
Bowflex SelectTech 1090 Dumbbells,202108,7,1.54634
Perfect Fitness Perfect Rip Deck,202107,1,1.18831
Nike Men's Dri-FIT Victory Golf Polo,202107,656,0.25506
O'Brien Men's Neoprene Life Vest,202107,22,1.99292
Nike Men's Free 5.0+ Running Shoe,202107,161,1.89773
Under Armour Girls' Toddler Spine Surge Runni,202107,171,0.29902
Nike Men's CJ Elite 2 TD Football Cleat,202107,216,0.85246
Field & Stream Sportsman 16 Gun Fire Safe,202107,46,1.71429
Pelican Sunstream 100 Kayak,202107,26,2.0822
Diamondback Women's Serene Classic Comfort Bi,202107,125,0.48289
ENO Atlas Hammock Straps,202107,5,1.87883
Nike Men's Comfort 2 Slide,202107,12,1.05194
adidas Youth Germany Black/Red Away Match Soc,202107,1,2.09009
Team Golf St. Louis Cardinals Putter Grip,202107,10,0.8108
LIJA Women's Eyelet Sleeveless Golf Polo,202107,12,2.31695
adidas Men's F10 Messi TRX FG Soccer Cleat,202107,11,1.33446
Glove It Women's Imperial Golf Glove,202107,0,1.56156
Glove It Imperial Golf Towel,202107,3,0.35994
Bridgestone e6 Straight Distance NFL Carolina,202107,20,0.44583
Glove It Women's Mod Oval 3-Zip Carry All Gol,202107,8,2.08432
Columbia Men's PFG Anchor Tough T-Shirt,202107,0,0.66958
Under Armour Women's Ignite Slide,202107,0,0.35287
Team Golf Tennessee Volunteers Putter Grip,202107,13,1.95472
Titleist Pro V1x High Numbers Personalized Go,202107,0,0.23505
Nike Men's Deutschland Weltmeister Winners Bl,202107,6,1.82588
Bridgestone e6 Straight Distance NFL San Dieg,202107,2,1.65295
Nike Women's Tempo Shorts,202107,0,2.23726
Team Golf Texas Longhorns Putter Grip,202107,3,0.66657
Hirzl Women's Soffft Flex Golf Glove,202107,2,0.87152
Clicgear 8.0 Shoe Brush,202107,2,1.61125
Hirzl Women's Hybrid Golf Glove,202107,10,0.78481
Team Golf Pittsburgh Steelers Putter Grip,202107,3,2.15294
Top Flite Women's 2023 XL Hybrid,202107,0,1.39516
Glove It Urban Brick Golf Towel,202107,8,2.10974
Nike Dri-FIT Crew Sock 6 Pack,202107,11,0.29115
TYR Boys' Team Digi Jammer,202107,0,1.93085
Team Golf San Francisco Giants Putter Grip,202107,2,1.56873
Clicgear Rovic Cooler Bag,202107,11,1.14233
Hirzl Men's Hybrid Golf Glove,202107,17,2.32116
Titleist Pro V1x Golf Balls,202107,1,0.74991
adidas Men's Germany Black Crest Away Tee,202107,9,1.37589
Titleist Pro V1 High Numbers Personalized Gol,202107,17,2.24634
Under Armour Women's Micro G Skulpt Running S,202107,0,1.05994
Under Armour Hustle Storm Medium Duffle Bag,202107,8,1.72077
Under Armour Women's Ignite PIP VI Slide,202107,8,1.68523
Bag Boy Beverage Holder,202107,0,2.30501
Under Armour Men's Tech II T-Shirt,202107,9,2.16
Team Golf New England Patriots Putter Grip,202107,0,1.09872
Under Armour Men's Compression EV SL Slide,202107,0,1.06036
Bridgestone e6 Straight Distance NFL Tennesse,202107,0,1.92765
Glove It Women's Mod Oval Golf Glove,202107,0,1.91405
Titleist Pro V1x High Numbers Golf Balls,202107,6,1.7026
Nike Women's Legend V-Neck T-Shirt,202107,4,0.385
Under Armour Kids' Mercenary Slide,202107,5,1.43535
adidas Kids' F5 Messi FG Soccer Cleat,202107,2,1.25561
Children's heaters,202107,0,1.00238
Web Camera,202107,0,2.16093
Dell Laptop,202107,25,1.49893
Porcelain crafts,202107,0,1.61761
Sports Books,202107,0,1.70681
DVDs,202107,0,1.90579
Industrial consumer electronics,202107,1,1.65142
Fighting video games,202107,0,1.56919
Summer dresses,202107,0,0.17305
Lawn mower,202107,0,2.01428
Adult dog supplies,202107,0,1.37144
Rock music,202107,0,2.34219
Elevation Training Mask 2.0,202107,0,2.19477
LIJA Women's Mid-Length Panel Golf Shorts,202107,0,1.60383
Toys,202107,0,1.13041
Brooks Women's Ghost 6 Running Shoe,202107,0,1.56853
Bag Boy M330 Push Cart,202107,0,1.74551
Merrell Women's Grassbow Sport Hiking Shoe,202107,0,0.56561
Nike Men's Free TR 5.0 TB Training Shoe,202107,0,1.91446
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202107,0,0.65766
First aid kit,202107,0,0.12227
CDs of rock,202107,0,1.072
Polar FT4 Heart Rate Monitor,202107,0,1.38198
LIJA Women's Argyle Golf Polo,202107,0,1.81578
TaylorMade White Smoke IN-12 Putter,202107,0,0.94301
Fitbit The One Wireless Activity & Sleep Trac,202107,0,0.23288
Nike Kids' Grade School KD VI Basketball Shoe,202107,0,2.03625
The North Face Women's Recon Backpack,202107,0,1.92201
Smart watch,202107,0,2.19165
Baby sweater,202107,0,1.2759
MDGolf Pittsburgh Penguins Putter,202107,0,1.20268
Men's gala suit,202107,0,1.80502
Merrell Men's All Out Flash Trail Running Sho,202107,0,0.68692
Garmin Approach S3 Golf GPS Watch,202107,0,2.30112
LIJA Women's Button Golf Dress,202107,1,0.93472
Cleveland Golf Women's 588 RTX CB Satin Chrom,202107,0,0.31162
Merrell Women's Siren Mid Waterproof Hiking B,202107,0,1.24292
TaylorMade Women's RBZ SL Rescue,202107,0,1.75271
Mio ALPHA Heart Rate Monitor/Sport Watch,202107,0,0.72136
TaylorMade 2023 Purelite Stand Bag,202107,0,0.27289
Cleveland Golf Collegiate My Custom Wedge 588,202107,0,1.67794
adidas Brazuca 2023 Official Match Ball,202107,0,0.46732
Nike Men's Fingertrap Max Training Shoe,202107,0,1.85764
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202107,0,1.12145
Nike Men's Kobe IX Elite Low Basketball Shoe,202107,0,0.23894
Ogio Race Golf Shoes,202107,0,1.23176
insta-bed Neverflat Air Mattress,202107,0,1.78387
GolfBuddy VT3 GPS Watch,202107,0,0.93084
Merrell Women's Grassbow Sport Waterproof Hik,202107,0,1.80586
Titleist Small Wheeled Travel Cover,202107,0,0.4228
Polar Loop Activity Tracker,202107,0,1.37405
Pelican Maverick 100X Kayak,202107,0,1.62222
Garmin Approach S4 Golf GPS Watch,202107,0,2.04534
Total Gym 1400,202107,0,1.15943
Garmin Forerunner 910XT GPS Watch,202107,0,0.16571
Titleist Club Glove Travel Cover,202107,0,2.23045
GoPro HERO3+ Black Edition Camera,202107,0,0.97163
Diamondback Boys' Insight 24 Performance Hybr,202107,0,2.0576
Diamondback Girls' Clarity 24 Hybrid Bike 201,202107,0,0.50558
Stiga Master Series ST3100 Competition Indoor,202107,0,0.93446
SOLE E35 Elliptical,202107,10,1.29567
Bushnell Pro X7 Jolt Slope Rangefinder,202107,18,1.85214
SOLE E25 Elliptical,202107,3,0.66997
Bowflex SelectTech 1090 Dumbbells,202107,11,1.96702
Perfect Fitness Perfect Rip Deck,202106,462,2.30411
Nike Men's Dri-FIT Victory Golf Polo,202106,520,1.79808
O'Brien Men's Neoprene Life Vest,202106,430,0.73998
Nike Men's Free 5.0+ Running Shoe,202106,29,2.18684
Under Armour Girls' Toddler Spine Surge Runni,202106,66,2.29001
Nike Men's CJ Elite 2 TD Football Cleat,202106,74,2.007
Field & Stream Sportsman 16 Gun Fire Safe,202106,76,1.65816
Pelican Sunstream 100 Kayak,202106,12,1.42169
Diamondback Women's Serene Classic Comfort Bi,202106,103,1.80827
ENO Atlas Hammock Straps,202106,2,1.3917
Nike Men's Comfort 2 Slide,202106,0,2.03747
adidas Youth Germany Black/Red Away Match Soc,202106,16,1.23078
Team Golf St. Louis Cardinals Putter Grip,202106,4,0.20541
LIJA Women's Eyelet Sleeveless Golf Polo,202106,3,0.60128
adidas Men's F10 Messi TRX FG Soccer Cleat,202106,6,2.07873
Glove It Women's Imperial Golf Glove,202106,0,1.19553
Glove It Imperial Golf Towel,202106,0,1.77667
Bridgestone e6 Straight Distance NFL Carolina,202106,0,2.02634
Glove It Women's Mod Oval 3-Zip Carry All Gol,202106,10,0.34719
Columbia Men's PFG Anchor Tough T-Shirt,202106,0,2.31488
Under Armour Women's Ignite Slide,202106,5,0.59246
Team Golf Tennessee Volunteers Putter Grip,202106,7,1.20702
Titleist Pro V1x High Numbers Personalized Go,202106,7,0.54727
Nike Men's Deutschland Weltmeister Winners Bl,202106,7,1.45826
Bridgestone e6 Straight Distance NFL San Dieg,202106,6,0.23132
Nike Women's Tempo Shorts,202106,9,1.29246
Team Golf Texas Longhorns Putter Grip,202106,2,0.43713
Hirzl Women's Soffft Flex Golf Glove,202106,1,1.432
Clicgear 8.0 Shoe Brush,202106,4,1.61477
Hirzl Women's Hybrid Golf Glove,202106,5,1.67034
Team Golf Pittsburgh Steelers Putter Grip,202106,3,1.34031
Top Flite Women's 2023 XL Hybrid,202106,0,1.28013
Glove It Urban Brick Golf Towel,202106,6,0.80192
Nike Dri-FIT Crew Sock 6 Pack,202106,0,0.15544
TYR Boys' Team Digi Jammer,202106,11,2.07521
Team Golf San Francisco Giants Putter Grip,202106,0,2.33376
Clicgear Rovic Cooler Bag,202106,5,1.33787
Hirzl Men's Hybrid Golf Glove,202106,0,0.93434
Titleist Pro V1x Golf Balls,202106,19,0.81057
adidas Men's Germany Black Crest Away Tee,202106,0,1.26405
Titleist Pro V1 High Numbers Personalized Gol,202106,2,2.08434
Under Armour Women's Micro G Skulpt Running S,202106,6,1.15611
Under Armour Hustle Storm Medium Duffle Bag,202106,0,2.26101
Under Armour Women's Ignite PIP VI Slide,202106,1,0.58377
Bag Boy Beverage Holder,202106,1,1.30239
Under Armour Men's Tech II T-Shirt,202106,9,0.20763
Team Golf New England Patriots Putter Grip,202106,18,0.66235
Under Armour Men's Compression EV SL Slide,202106,1,1.43715
Bridgestone e6 Straight Distance NFL Tennesse,202106,0,1.18946
Glove It Women's Mod Oval Golf Glove,202106,3,1.64556
Titleist Pro V1x High Numbers Golf Balls,202106,12,0.36612
Nike Women's Legend V-Neck T-Shirt,202106,0,0.77567
Under Armour Kids' Mercenary Slide,202106,4,1.84397
adidas Kids' F5 Messi FG Soccer Cleat,202106,0,2.3151
Children's heaters,202106,0,1.37715
Web Camera,202106,0,2.0301
Dell Laptop,202106,37,1.50434
Porcelain crafts,202106,0,1.24933
Sports Books,202106,0,1.37772
DVDs,202106,0,1.56419
Industrial consumer electronics,202106,0,0.55197
Fighting video games,202106,0,0.72249
Summer dresses,202106,0,0.38498
Lawn mower,202106,0,0.5582
Adult dog supplies,202106,0,1.98571
Rock music,202106,0,2.07079
Elevation Training Mask 2.0,202106,0,0.75292
LIJA Women's Mid-Length Panel Golf Shorts,202106,0,0.97813
Toys,202106,0,2.12297
Brooks Women's Ghost 6 Running Shoe,202106,0,2.02052
Bag Boy M330 Push Cart,202106,0,1.37769
Merrell Women's Grassbow Sport Hiking Shoe,202106,0,1.85766
Nike Men's Free TR 5.0 TB Training Shoe,202106,0,0.82725
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202106,1,1.82456
First aid kit,202106,0,1.83587
CDs of rock,202106,0,0.74522
Polar FT4 Heart Rate Monitor,202106,0,1.6249
LIJA Women's Argyle Golf Polo,202106,0,1.50842
TaylorMade White Smoke IN-12 Putter,202106,0,0.52105
Fitbit The One Wireless Activity & Sleep Trac,202106,0,2.17907
Nike Kids' Grade School KD VI Basketball Shoe,202106,0,1.26875
The North Face Women's Recon Backpack,202106,8,2.0923
Smart watch,202106,0,2.13103
Baby sweater,202106,0,0.98439
MDGolf Pittsburgh Penguins Putter,202106,0,1.35769
Men's gala suit,202106,0,1.9604
Merrell Men's All Out Flash Trail Running Sho,202106,0,1.23247
Garmin Approach S3 Golf GPS Watch,202106,0,0.48185
LIJA Women's Button Golf Dress,202106,0,0.78391
Cleveland Golf Women's 588 RTX CB Satin Chrom,202106,0,1.78926
Merrell Women's Siren Mid Waterproof Hiking B,202106,0,0.30128
TaylorMade Women's RBZ SL Rescue,202106,0,2.17739
Mio ALPHA Heart Rate Monitor/Sport Watch,202106,0,2.1669
TaylorMade 2023 Purelite Stand Bag,202106,0,0.72184
Cleveland Golf Collegiate My Custom Wedge 588,202106,0,0.12871
adidas Brazuca 2023 Official Match Ball,202106,0,1.64156
Nike Men's Fingertrap Max Training Shoe,202106,0,1.61854
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202106,0,1.7089
Nike Men's Kobe IX Elite Low Basketball Shoe,202106,0,1.92307
Ogio Race Golf Shoes,202106,0,1.91507
insta-bed Neverflat Air Mattress,202106,0,1.14975
GolfBuddy VT3 GPS Watch,202106,0,2.31784
Merrell Women's Grassbow Sport Waterproof Hik,202106,0,0.90133
Titleist Small Wheeled Travel Cover,202106,0,1.84444
Polar Loop Activity Tracker,202106,0,0.87722
Pelican Maverick 100X Kayak,202106,0,0.52648
Garmin Approach S4 Golf GPS Watch,202106,0,1.66793
Total Gym 1400,202106,0,1.22175
Garmin Forerunner 910XT GPS Watch,202106,0,1.42422
Titleist Club Glove Travel Cover,202106,0,2.23751
GoPro HERO3+ Black Edition Camera,202106,0,0.12421
Diamondback Boys' Insight 24 Performance Hybr,202106,0,2.12512
Diamondback Girls' Clarity 24 Hybrid Bike 201,202106,0,0.71837
Stiga Master Series ST3100 Competition Indoor,202106,0,1.76629
SOLE E35 Elliptical,202106,31,0.5014
Bushnell Pro X7 Jolt Slope Rangefinder,202106,16,1.20606
SOLE E25 Elliptical,202106,34,0.31736
Bowflex SelectTech 1090 Dumbbells,202106,26,0.18512
Perfect Fitness Perfect Rip Deck,202105,624,0.72904
Nike Men's Dri-FIT Victory Golf Polo,202105,65,2.24636
O'Brien Men's Neoprene Life Vest,202105,399,1.97283
Nike Men's Free 5.0+ Running Shoe,202105,252,1.61444
Under Armour Girls' Toddler Spine Surge Runni,202105,43,1.48562
Nike Men's CJ Elite 2 TD Football Cleat,202105,161,1.20565
Field & Stream Sportsman 16 Gun Fire Safe,202105,68,2.16727
Pelican Sunstream 100 Kayak,202105,35,2.18038
Diamondback Women's Serene Classic Comfort Bi,202105,59,0.73142
ENO Atlas Hammock Straps,202105,10,0.43503
